time,temperature,current,status,formatted
21:49:18,38.47,0.7,NORMAL,21:49:18 | Temp: 38.47 | Current: 0.70 | Status: NORMAL
21:53:42,25.68,3.12,HIGH,21:53:42 | Temp: 25.68 | Current: 3.12 | Status: HIGH
21:53:44,35.27,0.29,NORMAL,21:53:44 | Temp: 35.27 | Current: 0.29 | Status: NORMAL
21:53:46,33.53,0.11,NORMAL,21:53:46 | Temp: 33.53 | Current: 0.11 | Status: NORMAL
21:53:48,26.81,0.06,NORMAL,21:53:48 | Temp: 26.81 | Current: 0.06 | Status: NORMAL
21:53:50,33.05,0.01,NORMAL,21:53:50 | Temp: 33.05 | Current: 0.01 | Status: NORMAL
21:53:52,34.09,0.18,NORMAL,21:53:52 | Temp: 34.09 | Current: 0.18 | Status: NORMAL
21:53:54,29.25,0.26,NORMAL,21:53:54 | Temp: 29.25 | Current: 0.26 | Status: NORMAL
21:53:56,35.09,1.71,LOW,21:53:56 | Temp: 35.09 | Current: 1.71 | Status: LOW
21:53:58,28.78,2.3,HIGH,21:53:58 | Temp: 28.78 | Current: 2.30 | Status: HIGH
21:54:00,36.17,2.55,HIGH,21:54:00 | Temp: 36.17 | Current: 2.55 | Status: HIGH
21:54:02,27.05,0.65,NORMAL,21:54:02 | Temp: 27.05 | Current: 0.65 | Status: NORMAL
21:54:04,26.92,0.27,NORMAL,21:54:04 | Temp: 26.92 | Current: 0.27 | Status: NORMAL
21:54:06,37.91,0.23,NORMAL,21:54:06 | Temp: 37.91 | Current: 0.23 | Status: NORMAL
21:54:08,31.19,0.06,NORMAL,21:54:08 | Temp: 31.19 | Current: 0.06 | Status: NORMAL
21:54:10,31.3,0.42,NORMAL,21:54:10 | Temp: 31.30 | Current: 0.42 | Status: NORMAL
21:54:12,25.93,0.28,NORMAL,21:54:12 | Temp: 25.93 | Current: 0.28 | Status: NORMAL
21:54:14,27.51,0.81,NORMAL,21:54:14 | Temp: 27.51 | Current: 0.81 | Status: NORMAL
21:54:16,24.86,0.4,NORMAL,21:54:16 | Temp: 24.86 | Current: 0.40 | Status: NORMAL
21:54:18,34.61,0.24,NORMAL,21:54:18 | Temp: 34.61 | Current: 0.24 | Status: NORMAL
21:54:20,32.91,0.3,NORMAL,21:54:20 | Temp: 32.91 | Current: 0.30 | Status: NORMAL
21:54:22,29.62,0.79,NORMAL,21:54:22 | Temp: 29.62 | Current: 0.79 | Status: NORMAL
21:54:24,32.17,0.45,NORMAL,21:54:24 | Temp: 32.17 | Current: 0.45 | Status: NORMAL
21:54:26,33.41,0.41,NORMAL,21:54:26 | Temp: 33.41 | Current: 0.41 | Status: NORMAL
21:54:28,24.96,3.4,HIGH,21:54:28 | Temp: 24.96 | Current: 3.40 | Status: HIGH
21:54:30,29.09,0.6,NORMAL,21:54:30 | Temp: 29.09 | Current: 0.60 | Status: NORMAL
21:54:32,26.98,0.75,NORMAL,21:54:32 | Temp: 26.98 | Current: 0.75 | Status: NORMAL
21:54:34,30.12,2.2,HIGH,21:54:34 | Temp: 30.12 | Current: 2.20 | Status: HIGH
21:54:36,28.7,0.53,NORMAL,21:54:36 | Temp: 28.70 | Current: 0.53 | Status: NORMAL
21:54:38,28.46,2.75,HIGH,21:54:38 | Temp: 28.46 | Current: 2.75 | Status: HIGH
21:54:40,30.58,0.52,NORMAL,21:54:40 | Temp: 30.58 | Current: 0.52 | Status: NORMAL
21:54:42,26.61,1.45,LOW,21:54:42 | Temp: 26.61 | Current: 1.45 | Status: LOW
21:54:44,33.56,1.06,LOW,21:54:44 | Temp: 33.56 | Current: 1.06 | Status: LOW
21:54:46,34.86,1.84,LOW,21:54:46 | Temp: 34.86 | Current: 1.84 | Status: LOW
21:54:48,37.44,1.3,LOW,21:54:48 | Temp: 37.44 | Current: 1.30 | Status: LOW
21:54:50,27.4,0.17,NORMAL,21:54:50 | Temp: 27.40 | Current: 0.17 | Status: NORMAL
21:54:52,32.52,0.38,NORMAL,21:54:52 | Temp: 32.52 | Current: 0.38 | Status: NORMAL
21:54:54,24.59,1.87,LOW,21:54:54 | Temp: 24.59 | Current: 1.87 | Status: LOW
21:54:56,25.69,0.45,NORMAL,21:54:56 | Temp: 25.69 | Current: 0.45 | Status: NORMAL
21:54:58,30.75,0.33,NORMAL,21:54:58 | Temp: 30.75 | Current: 0.33 | Status: NORMAL
21:55:00,32.97,1.3,LOW,21:55:00 | Temp: 32.97 | Current: 1.30 | Status: LOW
21:55:02,29.14,0.07,NORMAL,21:55:02 | Temp: 29.14 | Current: 0.07 | Status: NORMAL
21:55:04,37.77,1.73,LOW,21:55:04 | Temp: 37.77 | Current: 1.73 | Status: LOW
21:55:06,32.47,2.82,HIGH,21:55:06 | Temp: 32.47 | Current: 2.82 | Status: HIGH
21:55:08,26.3,0.07,NORMAL,21:55:08 | Temp: 26.30 | Current: 0.07 | Status: NORMAL
21:55:10,30.79,0.57,NORMAL,21:55:10 | Temp: 30.79 | Current: 0.57 | Status: NORMAL
21:55:12,29.38,2.83,HIGH,21:55:12 | Temp: 29.38 | Current: 2.83 | Status: HIGH
21:55:14,26.52,0.21,NORMAL,21:55:14 | Temp: 26.52 | Current: 0.21 | Status: NORMAL
21:55:16,26.7,0.85,NORMAL,21:55:16 | Temp: 26.70 | Current: 0.85 | Status: NORMAL
21:55:18,27.01,0.56,NORMAL,21:55:18 | Temp: 27.01 | Current: 0.56 | Status: NORMAL
21:55:20,29.64,0.12,NORMAL,21:55:20 | Temp: 29.64 | Current: 0.12 | Status: NORMAL
21:55:22,30.73,0.05,NORMAL,21:55:22 | Temp: 30.73 | Current: 0.05 | Status: NORMAL
21:55:24,31.3,0.53,NORMAL,21:55:24 | Temp: 31.30 | Current: 0.53 | Status: NORMAL
21:55:26,36.38,1.89,LOW,21:55:26 | Temp: 36.38 | Current: 1.89 | Status: LOW
21:55:28,37.71,0.77,NORMAL,21:55:28 | Temp: 37.71 | Current: 0.77 | Status: NORMAL
21:55:30,33.71,0.64,NORMAL,21:55:30 | Temp: 33.71 | Current: 0.64 | Status: NORMAL
21:55:32,30.26,1.89,LOW,21:55:32 | Temp: 30.26 | Current: 1.89 | Status: LOW
21:55:34,33.2,1.44,LOW,21:55:34 | Temp: 33.20 | Current: 1.44 | Status: LOW
21:55:36,26.36,0.55,NORMAL,21:55:36 | Temp: 26.36 | Current: 0.55 | Status: NORMAL
21:55:38,31.93,0.18,NORMAL,21:55:38 | Temp: 31.93 | Current: 0.18 | Status: NORMAL
21:55:40,31.86,0.15,NORMAL,21:55:40 | Temp: 31.86 | Current: 0.15 | Status: NORMAL
21:55:42,35.39,1.71,LOW,21:55:42 | Temp: 35.39 | Current: 1.71 | Status: LOW
21:55:44,36.13,0.19,NORMAL,21:55:44 | Temp: 36.13 | Current: 0.19 | Status: NORMAL
21:55:46,26.43,2.57,HIGH,21:55:46 | Temp: 26.43 | Current: 2.57 | Status: HIGH
21:55:48,29.62,0.05,NORMAL,21:55:48 | Temp: 29.62 | Current: 0.05 | Status: NORMAL
21:55:50,33.0,1.81,LOW,21:55:50 | Temp: 33.00 | Current: 1.81 | Status: LOW
21:55:52,37.26,0.13,NORMAL,21:55:52 | Temp: 37.26 | Current: 0.13 | Status: NORMAL
21:55:54,36.09,0.17,NORMAL,21:55:54 | Temp: 36.09 | Current: 0.17 | Status: NORMAL
21:55:56,34.68,0.03,NORMAL,21:55:56 | Temp: 34.68 | Current: 0.03 | Status: NORMAL
21:55:58,37.0,1.77,LOW,21:55:58 | Temp: 37.00 | Current: 1.77 | Status: LOW
21:56:00,25.55,1.81,LOW,21:56:00 | Temp: 25.55 | Current: 1.81 | Status: LOW
21:56:02,25.38,0.04,NORMAL,21:56:02 | Temp: 25.38 | Current: 0.04 | Status: NORMAL
21:56:04,27.36,0.02,NORMAL,21:56:04 | Temp: 27.36 | Current: 0.02 | Status: NORMAL
21:56:06,27.2,0.28,NORMAL,21:56:06 | Temp: 27.20 | Current: 0.28 | Status: NORMAL
21:56:08,35.85,3.34,HIGH,21:56:08 | Temp: 35.85 | Current: 3.34 | Status: HIGH
21:56:10,29.85,0.28,NORMAL,21:56:10 | Temp: 29.85 | Current: 0.28 | Status: NORMAL
21:56:12,29.17,0.02,NORMAL,21:56:12 | Temp: 29.17 | Current: 0.02 | Status: NORMAL
21:56:14,33.91,0.18,NORMAL,21:56:14 | Temp: 33.91 | Current: 0.18 | Status: NORMAL
21:56:16,37.82,0.56,NORMAL,21:56:16 | Temp: 37.82 | Current: 0.56 | Status: NORMAL
21:56:18,35.25,0.88,NORMAL,21:56:18 | Temp: 35.25 | Current: 0.88 | Status: NORMAL
21:56:20,33.9,3.18,HIGH,21:56:20 | Temp: 33.90 | Current: 3.18 | Status: HIGH
21:56:22,27.27,0.63,NORMAL,21:56:22 | Temp: 27.27 | Current: 0.63 | Status: NORMAL
21:56:24,26.97,0.5,NORMAL,21:56:24 | Temp: 26.97 | Current: 0.50 | Status: NORMAL
21:56:26,35.57,3.11,HIGH,21:56:26 | Temp: 35.57 | Current: 3.11 | Status: HIGH
21:56:28,36.2,0.64,NORMAL,21:56:28 | Temp: 36.20 | Current: 0.64 | Status: NORMAL
21:56:30,27.06,0.1,NORMAL,21:56:30 | Temp: 27.06 | Current: 0.10 | Status: NORMAL
21:56:32,36.32,0.13,NORMAL,21:56:32 | Temp: 36.32 | Current: 0.13 | Status: NORMAL
21:56:34,31.76,0.55,NORMAL,21:56:34 | Temp: 31.76 | Current: 0.55 | Status: NORMAL
21:56:36,26.83,0.62,NORMAL,21:56:36 | Temp: 26.83 | Current: 0.62 | Status: NORMAL
21:56:38,30.5,0.89,NORMAL,21:56:38 | Temp: 30.50 | Current: 0.89 | Status: NORMAL
21:56:40,36.32,0.39,NORMAL,21:56:40 | Temp: 36.32 | Current: 0.39 | Status: NORMAL
21:56:42,31.83,0.76,NORMAL,21:56:42 | Temp: 31.83 | Current: 0.76 | Status: NORMAL
21:56:44,33.57,0.17,NORMAL,21:56:44 | Temp: 33.57 | Current: 0.17 | Status: NORMAL
21:56:46,32.69,1.39,LOW,21:56:46 | Temp: 32.69 | Current: 1.39 | Status: LOW
21:56:48,34.37,0.23,NORMAL,21:56:48 | Temp: 34.37 | Current: 0.23 | Status: NORMAL
21:56:50,38.21,0.25,NORMAL,21:56:50 | Temp: 38.21 | Current: 0.25 | Status: NORMAL
21:56:52,26.36,1.11,LOW,21:56:52 | Temp: 26.36 | Current: 1.11 | Status: LOW
21:56:54,34.69,1.05,LOW,21:56:54 | Temp: 34.69 | Current: 1.05 | Status: LOW
21:56:56,29.68,0.85,NORMAL,21:56:56 | Temp: 29.68 | Current: 0.85 | Status: NORMAL
21:56:58,24.8,0.79,NORMAL,21:56:58 | Temp: 24.80 | Current: 0.79 | Status: NORMAL
21:57:00,36.12,1.81,LOW,21:57:00 | Temp: 36.12 | Current: 1.81 | Status: LOW
21:57:02,28.94,0.04,NORMAL,21:57:02 | Temp: 28.94 | Current: 0.04 | Status: NORMAL
21:57:04,35.94,0.21,NORMAL,21:57:04 | Temp: 35.94 | Current: 0.21 | Status: NORMAL
21:57:06,29.37,0.87,NORMAL,21:57:06 | Temp: 29.37 | Current: 0.87 | Status: NORMAL
21:57:08,34.65,0.62,NORMAL,21:57:08 | Temp: 34.65 | Current: 0.62 | Status: NORMAL
21:57:10,31.57,0.69,NORMAL,21:57:10 | Temp: 31.57 | Current: 0.69 | Status: NORMAL
21:57:12,27.72,0.81,NORMAL,21:57:12 | Temp: 27.72 | Current: 0.81 | Status: NORMAL
21:57:14,26.13,0.59,NORMAL,21:57:14 | Temp: 26.13 | Current: 0.59 | Status: NORMAL
21:57:16,26.28,0.66,NORMAL,21:57:16 | Temp: 26.28 | Current: 0.66 | Status: NORMAL
21:57:18,24.64,2.36,HIGH,21:57:18 | Temp: 24.64 | Current: 2.36 | Status: HIGH
21:57:20,34.23,0.44,NORMAL,21:57:20 | Temp: 34.23 | Current: 0.44 | Status: NORMAL
21:57:22,33.96,0.31,NORMAL,21:57:22 | Temp: 33.96 | Current: 0.31 | Status: NORMAL
21:57:24,24.55,1.8,LOW,21:57:24 | Temp: 24.55 | Current: 1.80 | Status: LOW
21:57:26,24.56,1.02,LOW,21:57:26 | Temp: 24.56 | Current: 1.02 | Status: LOW
21:57:28,36.01,0.87,NORMAL,21:57:28 | Temp: 36.01 | Current: 0.87 | Status: NORMAL
21:57:30,27.45,3.04,HIGH,21:57:30 | Temp: 27.45 | Current: 3.04 | Status: HIGH
21:57:32,36.96,2.52,HIGH,21:57:32 | Temp: 36.96 | Current: 2.52 | Status: HIGH
21:57:34,34.24,1.38,LOW,21:57:34 | Temp: 34.24 | Current: 1.38 | Status: LOW
21:57:36,30.05,0.33,NORMAL,21:57:36 | Temp: 30.05 | Current: 0.33 | Status: NORMAL
21:57:38,26.46,0.14,NORMAL,21:57:38 | Temp: 26.46 | Current: 0.14 | Status: NORMAL
21:57:40,36.17,1.01,LOW,21:57:40 | Temp: 36.17 | Current: 1.01 | Status: LOW
21:57:42,29.0,1.1,LOW,21:57:42 | Temp: 29.00 | Current: 1.10 | Status: LOW
21:57:44,30.58,1.8,LOW,21:57:44 | Temp: 30.58 | Current: 1.80 | Status: LOW
21:57:46,24.76,0.62,NORMAL,21:57:46 | Temp: 24.76 | Current: 0.62 | Status: NORMAL
21:57:48,37.06,0.03,NORMAL,21:57:48 | Temp: 37.06 | Current: 0.03 | Status: NORMAL
21:57:50,36.41,2.75,HIGH,21:57:50 | Temp: 36.41 | Current: 2.75 | Status: HIGH
21:57:52,38.45,0.8,NORMAL,21:57:52 | Temp: 38.45 | Current: 0.80 | Status: NORMAL
